NO.,Name of health facility,Telephone number,Email Address,Street Address,Municipality,Expiry Date,Sector of health facility,Head of the facility,Region,Province
549,Meycauayan City Health Unit 9,443098535,chu9meyc@gmail.com,"LIBIS ST., SALUYSOY,",MEYCAUAYAN,31/12/2025,G,"Nikki G. Solano-San Pablo, Md",REGION III,BULACAN
550,Meycauayan City Health Unit Ii,044-6178403,cityhealthtwo@gmail.com,"PARIAN ST., POBLACION,",MEYCAUAYAN,31/12/2025,G,"Ernesto Mochtar P. Curioso,
Md",REGION III,BULACAN
554,"Nazarenus College And 
Hospital Foundation, Inc.",448154670,nazarenushmo@gmail.com,"BOUNDARY OF KALIWA AND
SALUYSOY, MC ARTHUR HIGHWAY, MARILAO AND",MEYCAUAYAN,31/12/2025,P,"Juan Franco V. Tordesillas, Md, Mha",REGION III,BULACAN
556,Obando Rural Health Unit,83322744,obandorhu@gmail.com,"J.P. RIZAL ST., PALIWAS,",OBANDO,31/12/2025,G,"Abner O. Ganaban, Md",REGION III,BULACAN
562,Paombong Rural Health Unit I,(044),mho.paombong@gmai.com,"POBLACION,",PAOMBONG,31/12/2026,G,"Karla Patricia M. Peneyra, Md",REGION III,BULACAN
564,Pastrana Clinical Laboratory,47951622,pastranaclinlab1998@gmail.com,"251 BANGA 1ST,",PLARIDEL,31/12/2026,P,"Shalee S. Costales, Md",REGION III,BULACAN
565,"Plaridel Infirmary (Bulacan 
Medical",449312516,pehi@bulacan.gov.ph,"AC REYES STREET, POBLACION,",PLARIDEL,31/12/2025,G,"Alvin B. Ramirez, Md",REGION III,BULACAN
573,"Rhu I Eladia Health Center And 
Birthing",044-7920104,mho.sanmiguelbulacan3011,"POBLACION,",SAN MIGUEL,31/12/2027,G,"Ma. Corazon V. Eguia, Md",REGION III,BULACAN
576,Birthing Facilityromel Cruz Hospital,044,"romelcruzhospital070303@yahoo.c
om","702 MATIMBO,",MALOLOS,31/12/2025,P,"Romel B. Cruz, Md",REGION III,BULACAN
596,"Telecure Medical And 
Diagnostic",7003-0622,corporate@telecure.com.ph,"221 TANJECO ST., SAN VICENTE,",MALOLOS,31/12/2025,P,"Niño Richard C. Tan, Md",REGION III,BULACAN
619,"Health Centerdr. Paulino J. Garcia Memorial
Research & Medical Center",044-4639937,mcc@drpjgmrmc@doh.gov.ph; pjgcmps@gmail.com,"MABINI STREET,",CABANATUAN CITY,31/12/2025,G,"Jose Ravinar J. Austria, Md,
Mba-H, Fpsgs, Fpcs",REGION III,NUEVA ECIJA CENTER
621,"Eduardo L. Joson Memorial 
Hospital",449600155,eljmemorialhospital@gmail.com,"MAHARLIKA HI-WAY, DAAN SARILE,",CABANATUAN CITY,31/12/2025,G,"Augusto F. Abeleda Jr., Md,
Mha",REGION III,NUEVA ECIJA CENTER
630,Gapan District Hospital,449584834,gapandistricthospital@gmail.com,"BAYANIHAN,",GAPAN,31/12/2025,G,"Antonito G. Duque, Md",REGION III,NUEVA ECIJA CENTER
635,Guimba Community Hospital,044,guimbacommunityhospital.acpn@g mail.com,"DE OCAMPO STREET, SARANAY,",GUIMBA,31/12/2025,G,"Manuel L. Galapon Iii, Md, Rmt,
Mha",REGION III,NUEVA ECIJA CENTER
645,"M.V. Gallego Cabanatuan City 
General",449589774,mvgccgh01@yahoo.com,"MAHARLIKA HI-WAY,",CABANATUAN CITY,31/12/2025,G,"Benedicto S. Joson Jr., Md",REGION III,NUEVA ECIJA CENTER
650,"Technologyospital Ng Lungsod Agham Ng 
Muñoz",445116234,oslam.scm@gmail.com,"LINGLINGAY-VILLA ISLA ROAD, RIZAL,",SCIENCE CITY OF MUÑOZ,31/12/2025,G,"Mikko P. Wong, Md",REGION III,NUEVA ECIJA CENTER
651,Ospital Ng Lungsod Ng San Jose,444566671,olsj3121@gmail.com,"A.O. PASCUAL STREET, R. EUGENIO,",SAN JOSE CITY,31/12/2025,G,"Imelda T. Cornel, Md",REGION III,NUEVA ECIJA CENTER
656,R And A Medical Clinic,044,reyward07@gmail.com,"ILANG-ILANG STREET, SAN FRANCISCO,",SAN ANTONIO,31/12/2025,P,"Maria Victoria S. Palor, Md",REGION III,NUEVA ECIJA CENTER
667,San Antonio District Hospital,443333313,"sanantoniodistricthospital2@gmail.
com","SAN MARIANO,",SAN ANTONIO,31/12/2025,G,"Napoleon S. Palor, Md",REGION III,NUEVA ECIJA CENTER
670,San Jose City General Hospital,445113087,sanjosecitygenhosp@yahoo.com,"MAHARLIKA HI-WAY, BRGY. MALASIN,",SAN JOSE CITY,31/12/2025,G,"Joseph L. Navallo, Md, Mha",REGION III,NUEVA ECIJA CENTER
673,San Jose City Rhu Iv,044-9582306,chosanjosecity@gmail.com,"BRGY. STO. NIÑO 1ST,",SAN JOSE CITY,31/12/2025,G,"Rizza Gregoria M. Esguerra,
Md",REGION III,NUEVA ECIJA CENTER
684,Lying-In Clinictalavera General Hospital,044,"talaverageneralhospital@gmail.co
m","MAESTRANG KIKAY DISTRICT,",TALAVERA,31/12/2025,G,"Ma. Isabel S. Gallardo, Md,
Mha, Fics, Fpcha",REGION III,NUEVA ECIJA CENTER
686,Wesleyan University - Philippines,044,wuphospital@yahoo.com.ph,"TANDANG SORA STREET, MABINI
EXTENSION,",CABANATUAN CITY,31/12/2025,P,"Laurence H. De Guzman, Md,
Mha",REGION III,NUEVA ECIJA CENTER
691,Apalit Doctor'S Hospital Inc.,456520030,info@apalitdoctorshospital.com,"GONZALES AVENUE, SAN JUAN,",APALIT,31/12/2026,P,"Catherine Jane L. Yap-Caylao,
Md",REGION III,PAMPANGA
708,"Vclark Development 
Corporation - Clinical Laboratory",045,hsdmcdd@gmail.com,"2093 CDC HEALTH AND SANITATION 
DIVISION, CLARK FREEPORT ZONE,",MABALACAT,31/12/2025,G,"Maria Clemencita D. Dobles, Md",REGION III,PAMPANGA
711,"Clinicdiosdado P. Macapagal 
Memorial",459002112,dpmmhguagua2@gmail.com,"SAN MATIAS,",GUAGUA,31/12/2025,G,"Fleur-De-Lis M. Zapanta, Md",REGION III,PAMPANGA
713,Dolores Rural Health Unit I,045,rhu1.cho@cityofsanfernando.gov.p h,"2ND ST., LOOBAN, DOLORES,",SAN FERNANDO,31/12/2025,G,"Sonny G. Branzuela, Md",REGION III,PAMPANGA
715,"Dr. Andres J. Luciano District 
Hospital",458660400,balitucandistrict@yahoo.com,"SAN PABLO,",MAGALANG,31/12/2025,G,"Miriam S. Arenas, Md, Dpps,
Mshsa, Cha",REGION III,PAMPANGA
719,Facedok Health Inc.,459666101,ssg@bombyxmorri.co,"UNIT A TENTYARD TIANGGE BLDG, QUEZON 
ROAD, SAN PABLO PROPIO,",SAN SIMON,31/12/2025,P,"Nathaniel A. Nacional, Md",REGION III,PAMPANGA
727,Holy Family Clinic,458886620,cherrybaron35@yahoo.com,"#179 STO. ENTIERRO ST., STO. CRISTO,",ANGELES CITY,31/12/2026,P,"Elizabeth Anne Y. Medina, Md",REGION III,PAMPANGA
728,Holy Family Clinic,455980327,hfc022024@gmail.com/holyfamily medicalcenter@yahoo.com,"179 STO. ENTIERRO ST., STO. CRISTO,",ANGELES CITY,31/12/2025,P,"Elizabeth Anne Y. Medina, Md",REGION III,PAMPANGA
730,"Jblmgh Ambulatory Surgical 
And",459014101,jasmc2024@gmail.com,"SAN VICENTE,",SANTO TOMAS,31/12/2025,G,"Emerita C. Danac, Md",REGION III,PAMPANGA
733,"Jose B. Lingad Memorial 
General",454096688,mcc@jblmgh.com.ph,"DOLORES,",SAN FERNANDO,31/12/2025,G,"Monserrat S. Chichioco, Md,
Fpsp, Mba-H, Cha, Fpcha",REGION III,PAMPANGA
744,"Luz Magpayo-Mercado Health 
Center",045,rhu.sasmuan@gmail.com,"SAN NICOLAS 2ND,",SASMUAN,31/12/2025,G,Kristine Ann. A. Alonzo-Gaza,REGION III,PAMPANGA
779,"Primelab Diagnostic 
Laboratory",045,primelab_1108@yahoo.com,"111 SANTOS BLDG. MC ARTHUR
HIGHWAY, SAN FRANCISCO,",MABALACAT,31/12/2025,P,"Justin Ramir R. Santos, Rmt,
Md",REGION III,PAMPANGA
780,"Psnalo Family Health Care 
Clinic",045,nfhealthcareclinic@gmail.com,"STALL C, MANUELA ARCADE, STO.
ROSARIO ST.,",ANGELES CITY,31/12/2025,P,"Penelope S. Nalo, Md, Cfp",REGION III,PAMPANGA
785,"Ricardo P. Rodriguez Memorial
Hospital",458612336,rprmh_main@yahoo.com,"BULAON RESETTLEMENT SITE,
BULAON,",SAN FERNANDO,31/12/2025,G,"Jingle M. Maray, Md, Mhm,
Mba, Fpcha",REGION III,PAMPANGA
788,"Saint Joseph Diagnostic 
Laboratory",045,sjdl2023@yahoo.com,"ST. JOSEPH BLDG. 4, DOÑA ST.,
CORNER VICTOR ST., MOUNTAIN VIEW, 
BALIBAGO,",ANGELES CITY,31/12/2025,P,"Reynaldo C. Dizon, Md",REGION III,PAMPANGA
795,San Nicolas Rural Health Unit Iii,452814675,rhu3.cho@cityofsanfernando.gov.p h,"BULUSAN ST., SAN NICOLAS,",SAN FERNANDO,31/12/2025,G,"Camir Dianne R. Ayson, Md",REGION III,PAMPANGA
800,Sindalan Rural Health Unit Ii,452811562,rhu2.cho@citysanfernando.gov.ph,"GLORIA 1, BARANGAY SINDALAN,",SAN FERNANDO,31/12/2025,G,"Emerito D. Mercado, Md",REGION III,PAMPANGA
805,"University Of The Assumption, Inc.",(045),konsulta@ua.edu.ph,"UNISITE SUBD., DEL PILAR,",SAN FERNANDO,31/12/2025,P,"Johnny Michael P.
Mangulabnan, Md",REGION III,PAMPANGA
811,Camiling Municipal Health Unit,045-9341258,mhucamiling@gmail.com,"POBLACION H,",CAMILING,31/12/2025,G,"Dalisay R. Tangonan, Md",REGION III,TARLAC
812,"Capas Healthcare Diagnostic
Laboratory",459828569,capashealthcare.tarlac@gmail.com,"ST. JOSEPH BLDG. 2 JUAN LUNA ST.
STO. CRISTO,",TARLAC,31/12/2025,P,"Limboan C. Lanto, Md",REGION III,TARLAC
813,"Capas Healthcare Diagnostic
Laboratory",454917894,capashealthcarelaboratory@gmail. com,"79 M.H. DEL PILAR ST., STO. ROSARIO,",CAPAS,31/12/2025,P,"Maria Michelle B. Chua, Md",REGION III,TARLAC
816,"Central Luzon Doctors' Hospital, Inc.",459252534,compliance@cldh.com.ph,"HOSPITAL DRIVE, SAN VICENTE",TARLAC,31/12/2025,P,"Antonita M. De Pano, Md, Dpba,
Fpsa, Dpbpm, Mba-H",REGION III,TARLAC
829,Concepcion Rural Health Unit I,(045),rhuconcepcion@yahoo.com,"L. CORTEZ ST., BRGY. SAN NICOLAS,
POBLACION,",CONCEPCION,31/12/2026,G,"Benjamin Q. Bengco Iii, Md",REGION III,TARLAC
830,Concepcion Rural Health Unit Ii,(045)-456-6365,rhu2balutu@yahoo.com,"PUROK ALPHA, BALUTU,",CONCEPCION,31/12/2025,G,"Kristine Joy L. Mendoza-Rivera,
Md",REGION III,TARLAC
840,Healthcore Diagnostic Center,045,"healthcorediagnostic@yahoo.com.
ph","ST. JUDE VILLAGE, BRGY. ALFONSO,",CONCEPCION,31/12/2025,P,"Jovilin P. Manucduc-Calma,
Md",REGION III,TARLAC
854,Paniqui Super Health Center,458005847,rhu1paniqui@gamil.com,POBLACION NORTE,PANIQUI,31/12/2025,G,"Jessie Rae Anne T. Lacanlale,
Md",REGION III,TARLAC
862,"Lying-In Clinicseñor Sto. Niño Hospital, Inc.",459340176,ssnh_philhealth@yahoo.com.ph,"P. BURGOS STREET, POBLACION B,",CAMILING,31/12/2025,P,"Ronaldo M. Toledo, Md",REGION III,TARLAC
864,Tarlac Provincial Hospital,045,"tarlacprovincialhospital@yahoo.co
m","HOSPITAL DRIVE, SAN VICENTE,",TARLAC,31/12/2025,G,"Maita Theresa P. Rigor, Md,
Fpcs, Fpsgs",REGION III,TARLAC
887,San Marcelino District Hospital,476022301,smdh_smz@yahoo.com,"BRGY. LINUSUNGAN,",SAN MARCELINO,31/12/2025,G,"Cresencio T. Gonzales, Jr., Md,
Fpoa, Mha",REGION III,ZAMBALES
894,Talamed All-Well Medical Clinic,047,shielofernandomd@yahoo.com,"GF GONZALES COMM. BLDG., NATIONAL 
HIGHWAY, BRGY. FARANAL,",SAN FELIPE,31/12/2025,P,"Shirley Lorraine A. Ramos- 
Fernando, Md",REGION III,ZAMBALES
896,Zmmg Coop Hospital,047,zmmgcoop@yahoo.com,"#14 BRILL ST., WEST BAJAC-BAJAC,",OLONGAPO CITY,31/12/2025,P,"Daisy Grace Z. Rivera, Md",REGION III,ZAMBALES
897,1 Life Inc,8805-6178,primarycare@1life.ph,"71 SIMOUN ST., BRGY. STO. DOMINGO,",QUEZON CITY,31/12/2026,P,"Matt Jason J. Navarro, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
898,"Amang Rodriguez Memorial 
Medical Center",941-5854,mccoffice@armmc.gov.ph/ amangrod@armmc.doh.gov.ph,"SUMULONG HI-WAY, BRGY. STO. NIÑO,",MARIKINA CITY,31/12/2025,G,Dr. Imelda M. Mateo,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
901,Balubad Health Center,8-567-6790,balubadhc.marikina@gmail.com,"BALUBAD ST., NHA, AREA 2, BRGY.
NANGKA,",MARIKINA CITY,31/12/2025,G,"Joanna Lorraine A. Quinto, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
902,Barangka Health Center,8-332-7162,healthcenterbarangka.marikina@g mail.com,"PASPASAN ROAD, BRGY. BARANGKA,",MARIKINA CITY,31/12/2025,G,"Rolabel Ma. Lin T. Cuevas, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
903,Calumpang Health Center,8942-2359,health.marikinacity@gmail.com,"M.H DEL PILAR ST., CALUMPANG",MARIKINA CITY,31/12/2025,G,"Marian Carmela B. Magno, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
905,Cardinal Santos Medical Center,02-8727000,qad@csmc.ph,"10 WILSON ST., GREENHILLS WEST,",SAN JUAN,31/12/2025,P,"Bernardita C. Navarro, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
907,Concepcion Dos Health Center,8-541-0758,condoshc.marikina@gmail.com,"PIO DEL PILAR ST., BRGY. CONCEPCION
DOS,",MARIKINA CITY,31/12/2025,G,"Garnel A. Javier, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
908,Concepcion Uno Health Center,8-584-9966,"conunohc1234.marikina@gmail.co
m","A. DE LEON ST., BRGY. CONCEPCION
UNO",MARIKINA CITY,31/12/2025,G,"Reynaldo Ponteres, M.D",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
910,Drugcheck Medical Diagnostic,82774951,dcpi.centraloffice@gmail.com,"U3 UGF DOÑA CONSOLACION BLDG
GEN SANTOS AVE ARANETA CENTER- CUBAO",QUEZON CITY,31/12/2027,P,Armichael Dimla Almo,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
911,East Avenue Medical Center,8928-0611,pmt.claims@eamc.doh.gov.ph,EAST AVENUE,QUEZON CITY,31/12/2025,G,Dr. Alfonso G. Nuñez Iii,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
913,"Fairview General Hospital, Inc.",8939968989398764,fghjarin@yahoo.com,"LOT 20 CORNER MERCURY STREET,
FAIRVIEW",QUEZON CITY,31/12/2025,P,"Hermogenes D. Jarin, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
914,"Fdmmc Primary Care Clinic By 
Damiana",8712-0845,fedelmundo.damiana@gmail.com,11 BANAWE ST BRGY DOÑA JOSEFA,QUEZON CITY,31/12/2026,P,"Alberto M. Ong Jr., Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
915,"Feu-Dr. Nicanor Reyes Medical Foundation, Inc.",34270213,INFO@FEU-NRMF.EDU.PH,"REGALADO AVENUE, WEST FAIRVIEW",QUEZON CITY,31/12/2025,P,"Rene Perpetuo Socorro  A.
Mendoza, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
916,Fortune Health Center,8-9422359,health.marikinacity@gmail.com,"CHAMPACA ST. FORTUNE,",MARIKINA CITY,31/12/2025,G,"Manuel T. Loveria, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
919,"Home Health Care, Inc.",89201445,"information@homehealthcarph.co
m","137 ANONAS EXT., SIKATUNA VILLAGE",QUEZON CITY,31/12/2027,P,"Mary Jean V. Guno, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
920,"Innovations For Community 
Health Inc",027368-3082,kalingahealth.marikina@innovation sch.org,"1-2F C&V BLDG 541 JP RIZAL ST BRGY STO 
NINO",MARIKINA CITY,31/12/2025,P,"Jason V. Alacapa, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
921,Ivc Health Center,8-536-0103,ivchc.marikina@gmail.com,"E. ABELLO ST. COR. DAMA DE NOCHE
ST., IVC,",MARIKINA CITY,31/12/2025,G,"Andrea Grace Are, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
922,Jesus Dela Peña Health Center,8-535-8916,jdlp.he@lthcenter@gmail.com,"139 MALVAR ST., BRGY. JESUS DELA
PEÑA,",MARIKINA CITY,31/12/2025,G,"Onikka Bernice E. Jara, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
924,"Lablife Medical And Diagnostic 
Center",70022811,lablife.murphycubao.marketing@g mail.com,116 13TH AVENUE MURPHY CUBAO,QUEZON CITY,31/12/2025,P,Mary Aimee B. Uson-Tulaylay,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
930,"Maezelle Psycho Metier And 
Diagnostic",87423141,cubaompmdc@yahoo.com,"102 2/F METROLANE COMPLEX, BRGY.
TAGUMPAY,",QUEZON CITY,31/12/2027,P,"Ken P. Manongas, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
931,Centermalanday Health Center,8-564-5304,malandayhc.marikina@gmail.com,"BULELAK ST., BRGY. MALANDAY,",MARIKINA CITY,31/12/2025,G,"Jocelyn C. Villapando, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
932,"Marikina City Employees 
Medical Clinic",87130577,chomedicalclinic@gmail.com,"G/F MARIKINA HEALTHY CITY BLDG.,
SHOE AVE., STO NINO,",MARIKINA CITY,31/12/2025,G,"Charie C. Salvador, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
933,Marikina Heights Health Center,8-534-7805,mheights.marikina@gmail.com,"CHAMPAGNAT COR EAST DRIVE
ST.MARIKINA HEIGHTS,",MARIKINA CITY,31/12/2025,G,"Joselito P. Mariano, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
936,"Med V Medical Clinic, Inc.",7091-0741,medvclinic@yahoo.com.ph,"UNIT 3-A COR COMPLEX BLDG. 12 NEW YORK 
ST. BRGY IMMACULATE
CONCEPCION",QUEZON CITY,31/12/2026,P,"Wilfredo S. Tagle, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
937,Nangka Health Center,84295354,health.marikinacity@gmail.com,"MAKABAYAN ST., BRGY. NANGKA,",MARIKINA CITY,31/12/2025,G,Joanna Lorraine A. Quinto,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
938,"New World Diagnostics, Inc.",7901-8888,clinics@nwdi.com.ph,205 D. TUAZON ST. BRGY. MAHARLIKA,QUEZON CITY,31/12/2026,P,"Sharmaine Jesselyn N. Cua, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
939,Parang Health Center,8-651-6471,paranghc.marikina@gmail.com,"B. G. MOLINA ST. COR. PARALUMAN
ST., BRGY. PARANG,",MARIKINA CITY,31/12/2025,G,"Enrique Luis Ma. B. Alberto, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
944,"Quezon City General Hospital -
Konsulta",8863-0800,qcghdo@gmail.com,"SEMINARY ROAD, BRGY. TORO,
PROJECT 8, EDSA,",QUEZON CITY,31/12/2025,G,"Jeniffer D. Temporal,Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
945,"Quezon City Government - 
Bagbag",02-71484924,BagbagHC.cityhealth@quezoncity.g ov.ph,"625-18 PAROKYA NG PAGKABUHAY
ST., BRGY. BAGBAG,",QUEZON CITY,31/12/2025,G,"Stephanie L. Dapogracion, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
947,"Asa Health Centerquezon City Government - 
Banlat",77032412,BanlatHC.cityhealth@quezoncity.g ov.ph,"#13 DAFFODIL ST. COR. DAISY ST. DEL
NACIA VILL. I, TANDANG SORA",QUEZON CITY,31/12/2025,G,"Margie Uy Ibañez, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
948,"Health Centerquezon City Government - M.H. 
Pedro",02-79055074,MHPedroHC@quezoncity.gov.ph,"13 JP EUGENIO ST., PHINLAND,
PASONG TAMO",QUEZON CITY,31/12/2025,G,"Zaira V. Santos, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
952,"Quezon City Government / 
Bagong",87131918,bagongsilanganhc.cityhealth@quez oncity.gov.ph,"A BONIFACIO ST BRGY BAGONG
SILANGAN",QUEZON CITY,31/12/2025,G,Michael Jonathan R. Palad,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
953,"Silangan Health Centerquezon City Government / 
Bernardo",272949412,"bernardohc.cityhealth@quezoncity.
gov.ph","95 ERMIN GARCIA STREET BARANGAY
PINAGKAISAHAN",QUEZON CITY,31/12/2025,G,"John Christian M. Mirasol, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
954,"Health Centerquezon City Government / Capri 
Health",87115952,caprihealthcenter2023@gmail.com,NARRA STREET BARANGAY CAPRI,QUEZON CITY,31/12/2025,G,"Charlene G. Deuna,Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
955,"Centerquezon City Government / Doña 
Nicasia",86951161,donanicasiahc.cityhealth@quezonci ty.gov.ph,"689 MATAPANG ST DOÑA NICASIA
SUBD COMMONWEALTH",QUEZON CITY,31/12/2025,G,"Sam Luigi E. Orias, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
956,"Health Centerquezon City Government / 
Galas",70056597,galashc.cityhealth@gmail.com,46 BAYANI SAN ISIDRO GALAS,QUEZON CITY,31/12/2025,G,Angelica Joel M. Yumol,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
957,"Health Centerquezon City Government / 
General",70016918,generalroxashc.cityhealth@quezon city.gov.ph,"JASMIN ST. COR. MADRE SILVA ST.
ROXAS DISTRICT",QUEZON CITY,31/12/2025,G,"Jacqueline T. Ong, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
958,"Roxas  Health Centerquezon City Government / 
Kalayaan",85673355,"kalayaanhc.cityhealth@quezoncity.
gov.ph","91 GUIRAYAN STREET, BRGY DOÑA
IMELDA",QUEZON CITY,31/12/2025,G,"Darlene Pearl L. Superable, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
959,"Health Centerquezon City Government / Old 
Balara",87116325,oldbalara.annex2023@gmail.com,"99A TANDANG SORA AVENUE
MATANDANG BALARA",QUEZON CITY,31/12/2025,G,"Aileen Ann M. Orquinaza, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
960,"Health Centerquezon City Government / 
Payatas A",71184392,payatasahealthcenter2021@gmail. com,"ILANG-ILANG ST., BARANGAY PAYATAS
A",QUEZON CITY,31/12/2025,G,"Anna Marie Katrina A.
Boltron, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
962,"Super Health Centerquezon City Government / 
Quezon City
Health Department City",8988-4242,qc.cityemployeesclinic@gmail.com,"QC HALL COMPOUND, MAYAMAN ST. 
CORNER KALAYAAN AVE",QUEZON CITY,31/12/2025,G,"Arvin N. Constantino, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
963,"Quezon City Government / San 
Antonio",83748925,"SANANTONIOHC.CITYHEALTH@QU
EZONCITY.GOV.PH",1 DE JESUS BRGY. SAN ANTONIO,QUEZON CITY,31/12/2025,G,Jan Dominik C. Arceo,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
964,"Health Centerquezon City Government / San 
Vicente",70058894,"SANVICENTEHC.CITYHEALTH@QUE
ZONCITY.GOV.PH","14 MAAYUSIN EXTENSION BRGY., SAN
VICENTE DILIMAN",QUEZON CITY,31/12/2025,G,"Dane Mikhael S. Calica, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
965,"Health Centerquezon City Government / 
Socorro",6271177234,"SOCORROHC.CITYHEALTH@QUEZO
NCITY.GOV.PH","139, 15TH AVENUE, SOCORRO",QUEZON CITY,31/12/2025,G,"Cooper Nikko C. Chavez, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
966,"Health Centerquezon City Government / 
Veterans",73931612,"VETERANSHC.CITYHEALTH@QUEZ
ONCITY.GOV.PH",#6 FAUSTINO STREET HOLY SPIRIT,QUEZON CITY,31/12/2025,G,"Samantha Justine C. Dionisio,
Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
968,"Samson Health Centerquezon City Government- 
Arsenia J.",02-70047692,AJMaximoSHC.CityHealth@quezon city.gov.ph,"QUIRINO HIGHWAY, NOVALICHES
TOWN PROPER",QUEZON CITY,31/12/2025,G,Dr. Leafar Marie Sf. Acorda,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
969,"Maximo Super Health Centerquezon City Government- Baesa 
Health",02-71484458,BaesaHC.cityhealth@quezoncity.go v.ph,57 MENDEZ RD. BRGY. BAESA,QUEZON CITY,31/12/2025,G,Dr. John Eric Sagun,NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
976,"Quezon City Government- E. 
Rodriguez",7117-1761,erodriguezhc.cityhealth@quezoncit y.gov.ph,"150 PAJO ST. PROJECT 2, QUIRINO 2B",QUEZON CITY,31/12/2025,G,"Nanette B. Doroja, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
977,"Health Centerquezon City Government- Ermin 
Garcia",7004-6293,ermingarciahc.cityhealth@quezonc ity.gov.ph,"53 CAMBRIDGE ST. BRGY. E.
RODRIGUEZ",QUEZON CITY,31/12/2025,G,"Obermay S. Carabeo, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
978,"Health Centerquezon City Government- 
Escopa",7943-1484,escopahc.cityhealth@quezoncity.g ov.ph,P. BURGOS ST. BRGY. ESCOPA 1,QUEZON CITY,31/12/2025,G,"Paul Bryan M. Sumague, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
979,"Health Centerquezon City Government- 
Fairview",7149-4641,"FairviewHC.CityHealth@quezoncity
.gov.ph","BRGY. FAIRVIEW COMPOUND, DAHLIA
ST., FAIRVIEW",QUEZON CITY,31/12/2025,G,"Maria Mae Quinser C. Vargas,
Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
980,"Health Centerquezon City Government- 
Greater",8711-6160,greaterlagrohc.cityhealth@quezonc ity.gov.ph,"B47 L1 MIMOSA ST. ASCENSION
AVE.BRGY GREATER LAGRO",QUEZON CITY,31/12/2025,G,"Gloria T. Facun, Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
981,"Lagro Health Centerquezon City Government- 
Gulod",8660-9066,gulodhc.cityhealth@quezoncity.gov .ph,VILLAFLOR VILLAGE BRGY. GULOD,QUEZON CITY,31/12/2025,G,"Patricia Anne Page Bonifacio,
Md",NATIONAL CAPITAL REGION & RIZAL,NCR CENTRAL
